event_id,continent,country,region,latitude,longitude,event_type,depth_km,magnitude,plate_involved_1,plate_involved_2,movement_type,velocity_mm_per_year,impact_summary,source_url,date_observed
EVT20110106_0807,Africa,Japan,Region_83,41.3823,-8.7562,Rift,252.15,6.4,North American Plate,North American Plate,Divergent,23.14,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-01-06
EVT20220504_0808,Asia,USA,Region_91,-13.6356,134.2552,Transform Fault,225.84,7.0,Arabian Plate,North American Plate,Convergent,38.85,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-05-04
EVT20080625_0809,North America,Chile,Region_36,-35.6998,104.9901,Convergent Zone,430.0,4.6,Eurasian Plate,Arabian Plate,Convergent,11.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-06-25
EVT20190807_0810,North America,Turkey,Region_27,80.8442,-126.9001,Subduction Zone,116.04,7.4,Eurasian Plate,Eurasian Plate,Divergent,70.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-08-07
EVT20071203_0811,Asia,China,Region_76,31.9036,164.122,Rift,507.62,6.3,Eurasian Plate,Arabian Plate,Convergent,49.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-12-03
EVT20110628_0812,Australia,Japan,Region_10,-80.8921,-5.0035,Transform Fault,361.43,8.9,Arabian Plate,African Plate,Divergent,21.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-06-28
EVT20150507_0813,South America,India,Region_53,-54.9977,60.3276,Transform Fault,192.63,8.1,Indian Plate,North American Plate,Convergent,53.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-07
EVT20070227_0814,Europe,China,Region_8,-49.6077,117.4926,Rift,69.14,6.0,North American Plate,North American Plate,Convergent,41.69,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-02-27
EVT20200701_0815,North America,Japan,Region_40,12.073,-75.4658,Delamination,372.92,5.2,North American Plate,Eurasian Plate,Convergent,60.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-07-01
EVT20070701_0816,North America,China,Region_59,-1.7545,-57.4125,Delamination,345.4,7.7,Eurasian Plate,Pacific Plate,Convergent,48.76,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-07-01
EVT20100112_0817,Australia,India,Region_41,-84.9306,150.4116,Rift,11.96,5.1,Arabian Plate,Eurasian Plate,Divergent,6.45,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-01-12
EVT20010507_0818,South America,China,Region_3,-24.4062,66.2677,Rift,545.99,9.2,North American Plate,African Plate,Convergent,31.67,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-05-07
EVT20160105_0819,South America,Japan,Region_18,28.4603,-176.6688,Subduction Zone,86.32,4.9,African Plate,North American Plate,Divergent,70.48,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-01-05
EVT20020308_0820,South America,Chile,Region_3,9.263,-40.6158,Convergent Zone,686.59,4.2,North American Plate,North American Plate,Transform,36.47,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-03-08
EVT20080827_0821,Asia,USA,Region_69,15.7756,160.5416,Convergent Zone,599.01,7.1,Arabian Plate,African Plate,Convergent,96.1,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-08-27
EVT20180126_0822,Australia,Japan,Region_34,76.1029,23.2588,Rift,494.95,8.1,African Plate,Arabian Plate,Divergent,28.86,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-01-26
EVT20200718_0823,Asia,Chile,Region_88,-86.764,131.0516,Convergent Zone,104.16,9.3,Arabian Plate,North American Plate,Divergent,77.2,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-07-18
EVT20110509_0824,North America,Indonesia,Region_47,1.3745,-5.9531,Convergent Zone,537.99,6.4,Pacific Plate,Eurasian Plate,Transform,84.17,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-05-09
EVT20110220_0825,Asia,USA,Region_61,82.0089,-11.281,Rift,89.92,9.3,North American Plate,African Plate,Transform,20.58,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-02-20
EVT20030428_0826,Africa,China,Region_90,65.1387,158.3885,Rift,696.11,4.1,North American Plate,Arabian Plate,Transform,37.72,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-04-28
EVT20150505_0827,Africa,Turkey,Region_95,-20.1358,56.1157,Rift,253.19,7.7,Pacific Plate,Indian Plate,Transform,63.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-05
EVT20010104_0828,Asia,Indonesia,Region_20,-26.1156,58.3539,Subduction Zone,471.53,9.2,North American Plate,Pacific Plate,Transform,46.9,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-01-04
EVT20021129_0829,Asia,Japan,Region_55,-63.3676,75.4197,Rift,230.27,6.9,Arabian Plate,African Plate,Divergent,25.28,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-11-29
EVT20040611_0830,North America,China,Region_59,86.2281,66.3335,Convergent Zone,448.52,6.2,Indian Plate,African Plate,Divergent,46.41,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-06-11
EVT20190121_0831,South America,Japan,Region_36,72.4315,10.8704,Convergent Zone,454.57,4.4,African Plate,North American Plate,Convergent,42.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-01-21
EVT20120901_0832,Africa,China,Region_81,-37.5161,71.2102,Convergent Zone,105.48,4.3,Eurasian Plate,Pacific Plate,Transform,54.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-09-01
EVT20061106_0833,Europe,Chile,Region_81,-25.8998,-21.5543,Rift,272.99,4.1,Indian Plate,Arabian Plate,Divergent,42.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-11-06
EVT20040416_0834,Asia,China,Region_60,86.3467,95.854,Transform Fault,206.5,7.6,North American Plate,Arabian Plate,Convergent,70.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-04-16
EVT20070927_0835,Antarctica,USA,Region_85,-48.6098,169.4164,Delamination,389.74,5.5,African Plate,Eurasian Plate,Convergent,79.9,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-09-27
EVT20191205_0836,South America,China,Region_87,-23.5841,55.4088,Convergent Zone,78.02,4.2,North American Plate,Eurasian Plate,Divergent,78.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-12-05
EVT20211117_0837,Australia,Turkey,Region_51,-59.002,132.3409,Subduction Zone,333.85,6.5,North American Plate,African Plate,Convergent,80.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-11-17
EVT20210112_0838,North America,Chile,Region_80,84.418,102.3678,Rift,631.07,5.1,Arabian Plate,African Plate,Divergent,63.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-01-12
EVT20081130_0839,Australia,Japan,Region_19,-85.9415,-45.3625,Convergent Zone,579.94,6.6,African Plate,Arabian Plate,Convergent,29.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-11-30
EVT20001105_0840,South America,Japan,Region_81,-24.0524,19.0258,Convergent Zone,277.09,8.4,Indian Plate,African Plate,Convergent,67.24,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-11-05
EVT20240101_0841,Australia,Turkey,Region_82,77.1836,-43.5144,Subduction Zone,55.54,8.8,Arabian Plate,Eurasian Plate,Transform,55.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-01-01
EVT20080110_0842,Asia,USA,Region_97,53.1485,-136.6184,Delamination,344.24,5.2,Arabian Plate,North American Plate,Convergent,44.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-01-10
EVT20031202_0843,Antarctica,Turkey,Region_60,-34.1067,-161.2076,Convergent Zone,247.79,7.0,Arabian Plate,Pacific Plate,Transform,88.5,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-12-02
EVT20050215_0844,Asia,Ethiopia,Region_26,-64.0551,-16.7177,Rift,257.33,4.8,Pacific Plate,North American Plate,Divergent,61.31,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-02-15
EVT20030307_0845,North America,China,Region_11,78.0303,35.5802,Convergent Zone,174.66,4.3,Indian Plate,Arabian Plate,Convergent,6.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-03-07
EVT20210609_0846,Europe,India,Region_71,32.2691,-22.6128,Transform Fault,658.99,7.8,Eurasian Plate,African Plate,Divergent,75.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-06-09
EVT20020814_0847,Africa,Indonesia,Region_49,-84.9576,135.168,Convergent Zone,293.45,8.5,African Plate,Indian Plate,Divergent,87.35,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-08-14
EVT20150222_0848,Asia,Indonesia,Region_31,-67.8751,-110.9984,Convergent Zone,27.27,4.6,African Plate,North American Plate,Transform,57.63,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-02-22
EVT20201104_0849,Africa,China,Region_37,-8.7721,104.7963,Convergent Zone,337.69,5.1,Pacific Plate,Pacific Plate,Divergent,11.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-11-04
EVT20060916_0850,Antarctica,India,Region_29,53.3513,7.2086,Delamination,247.49,5.7,North American Plate,African Plate,Divergent,86.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-09-16
EVT20180125_0851,Asia,Indonesia,Region_96,38.0885,20.0133,Subduction Zone,370.49,4.1,Indian Plate,Indian Plate,Convergent,43.78,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-01-25
EVT20121010_0852,North America,USA,Region_60,6.1601,143.3981,Transform Fault,222.59,4.8,North American Plate,Pacific Plate,Transform,84.33,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-10-10
EVT20101205_0853,South America,China,Region_88,69.679,118.6943,Transform Fault,86.13,4.7,Arabian Plate,Arabian Plate,Convergent,79.82,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-12-05
EVT20070122_0854,Europe,Ethiopia,Region_4,-55.1325,-91.443,Subduction Zone,365.94,8.9,Eurasian Plate,Indian Plate,Divergent,76.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-01-22
EVT20060609_0855,North America,Ethiopia,Region_19,-6.7713,-37.821,Subduction Zone,518.4,5.8,North American Plate,Pacific Plate,Convergent,13.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-06-09
EVT20221126_0856,Africa,India,Region_22,-64.543,-123.038,Delamination,566.17,7.6,Arabian Plate,Pacific Plate,Divergent,32.52,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-11-26
EVT20020108_0857,Europe,Japan,Region_69,-59.4156,93.5484,Subduction Zone,693.94,8.2,Indian Plate,North American Plate,Divergent,93.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-01-08
EVT20101017_0858,Africa,Ethiopia,Region_97,40.8558,-142.7698,Subduction Zone,449.69,8.3,Arabian Plate,North American Plate,Divergent,95.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-17
EVT20100112_0859,Australia,China,Region_46,-48.6419,-92.0029,Rift,109.39,5.3,Indian Plate,Pacific Plate,Convergent,95.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-01-12
EVT20060924_0860,Australia,Turkey,Region_57,-87.0921,-74.8883,Rift,326.05,7.7,North American Plate,Indian Plate,Divergent,37.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-09-24
EVT20190225_0861,Europe,USA,Region_7,-11.1264,-26.7183,Transform Fault,174.24,7.9,Pacific Plate,Pacific Plate,Convergent,50.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-02-25
EVT20180809_0862,Australia,Turkey,Region_5,44.3952,43.1935,Delamination,5.09,5.9,Pacific Plate,Eurasian Plate,Convergent,90.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-08-09
EVT20240222_0863,Europe,Chile,Region_20,56.4411,-117.0434,Delamination,389.36,5.1,Eurasian Plate,Arabian Plate,Convergent,77.51,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-02-22
EVT20060422_0864,Antarctica,Ethiopia,Region_67,21.7116,-83.3636,Delamination,170.1,4.5,Arabian Plate,Arabian Plate,Divergent,83.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-04-22
EVT20221225_0865,Antarctica,Turkey,Region_77,-76.8342,-117.3429,Convergent Zone,568.85,7.0,Eurasian Plate,North American Plate,Divergent,45.41,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-12-25
EVT20010911_0866,Australia,China,Region_18,-0.311,-166.4633,Delamination,381.66,4.5,Pacific Plate,Eurasian Plate,Transform,37.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-09-11
EVT20100530_0867,Africa,Ethiopia,Region_22,67.7025,30.5801,Delamination,137.35,7.0,Eurasian Plate,Indian Plate,Divergent,74.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-05-30
EVT20201230_0868,South America,Turkey,Region_55,5.6631,8.4231,Transform Fault,286.05,6.7,Indian Plate,Indian Plate,Convergent,33.05,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-12-30
EVT20101224_0869,Africa,China,Region_37,-70.2403,41.4751,Rift,671.51,5.9,North American Plate,Arabian Plate,Convergent,21.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-12-24
EVT20220224_0870,Antarctica,USA,Region_89,26.5724,85.8847,Rift,309.7,8.3,Eurasian Plate,African Plate,Divergent,46.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-02-24
EVT20230918_0871,Europe,China,Region_77,44.1221,49.3752,Delamination,385.94,9.2,Eurasian Plate,African Plate,Convergent,70.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-09-18
EVT20210716_0872,South America,Indonesia,Region_58,49.5317,-88.0608,Transform Fault,79.98,6.7,Arabian Plate,Eurasian Plate,Divergent,60.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-07-16
EVT20060929_0873,Asia,Chile,Region_36,69.3017,21.0364,Rift,269.56,5.6,Pacific Plate,Arabian Plate,Transform,96.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-09-29
EVT20090421_0874,Australia,Indonesia,Region_50,34.9867,-51.5618,Subduction Zone,31.95,8.4,Arabian Plate,North American Plate,Convergent,38.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-04-21
EVT20130216_0875,Europe,China,Region_81,-25.7201,30.1524,Transform Fault,141.46,4.5,Indian Plate,Arabian Plate,Convergent,69.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-02-16
EVT20160504_0876,North America,China,Region_22,-69.93,-133.4388,Rift,351.03,7.3,Arabian Plate,Pacific Plate,Transform,59.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-05-04
EVT20000730_0877,Africa,Ethiopia,Region_90,-32.4362,-108.4214,Convergent Zone,253.81,7.5,Arabian Plate,Indian Plate,Divergent,55.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-07-30
EVT20010616_0878,Antarctica,Indonesia,Region_21,48.132,-133.4639,Subduction Zone,408.86,5.6,Pacific Plate,North American Plate,Convergent,88.47,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-16
EVT20180403_0879,North America,USA,Region_61,45.1759,1.5259,Delamination,667.84,7.2,Indian Plate,Indian Plate,Transform,88.68,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-04-03
EVT20210225_0880,Europe,Indonesia,Region_40,-1.3796,24.9836,Subduction Zone,661.52,4.5,North American Plate,Pacific Plate,Divergent,69.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-02-25
EVT20170915_0881,North America,India,Region_37,-13.1455,132.0015,Rift,214.55,8.3,Pacific Plate,Pacific Plate,Convergent,22.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-09-15
EVT20170118_0882,Europe,USA,Region_51,-8.6184,-16.9408,Rift,52.19,4.5,African Plate,Eurasian Plate,Transform,42.2,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-01-18
EVT20240526_0883,South America,China,Region_74,4.2997,-173.73,Rift,411.14,6.7,Pacific Plate,Indian Plate,Transform,9.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-05-26
EVT20200625_0884,South America,Japan,Region_67,16.158,119.0999,Delamination,438.99,7.4,Indian Plate,Eurasian Plate,Convergent,73.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-06-25
EVT20151123_0885,Australia,Ethiopia,Region_21,-77.8069,-31.5125,Delamination,101.73,5.8,Pacific Plate,Arabian Plate,Transform,13.35,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-11-23
EVT20191016_0886,Africa,Indonesia,Region_36,50.1214,25.822,Convergent Zone,183.7,4.7,Pacific Plate,African Plate,Transform,30.3,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-10-16
EVT20111223_0887,South America,India,Region_84,67.4336,41.291,Rift,498.6,4.4,Pacific Plate,Arabian Plate,Transform,53.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-12-23
EVT20010916_0888,Australia,India,Region_100,-25.1097,-75.6556,Rift,624.43,8.5,North American Plate,Eurasian Plate,Transform,64.12,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-09-16
EVT20010604_0889,South America,Chile,Region_54,68.3314,-13.2641,Subduction Zone,466.94,4.1,Pacific Plate,African Plate,Divergent,33.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-04
EVT20090205_0890,Antarctica,India,Region_96,32.0356,151.9636,Transform Fault,415.23,7.4,Indian Plate,Eurasian Plate,Transform,66.35,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-02-05
EVT20140621_0891,North America,Japan,Region_12,-75.2075,-51.047,Subduction Zone,239.32,6.9,Arabian Plate,African Plate,Convergent,97.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-06-21
EVT20101015_0892,Antarctica,India,Region_71,64.6834,-126.4978,Delamination,628.05,5.3,Indian Plate,Eurasian Plate,Divergent,71.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-15
EVT20031202_0893,North America,Japan,Region_15,77.4936,40.4623,Subduction Zone,450.45,8.7,North American Plate,Pacific Plate,Convergent,61.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-12-02
EVT20110601_0894,South America,Indonesia,Region_86,81.2041,87.0065,Transform Fault,245.86,4.1,Pacific Plate,Indian Plate,Divergent,14.68,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-06-01
EVT20230325_0895,Antarctica,Indonesia,Region_44,84.5311,119.6587,Delamination,584.48,9.2,North American Plate,Arabian Plate,Transform,96.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-03-25
EVT20170317_0896,South America,Chile,Region_64,86.3222,-146.0615,Rift,431.21,9.2,Eurasian Plate,African Plate,Divergent,27.24,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-03-17
EVT20081010_0897,Europe,Japan,Region_49,-89.7969,75.4661,Subduction Zone,61.31,6.6,Arabian Plate,African Plate,Divergent,24.22,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-10-10
EVT20020704_0898,Europe,Indonesia,Region_34,35.7475,-160.0725,Rift,530.73,9.1,Eurasian Plate,Arabian Plate,Divergent,18.67,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-07-04
EVT20231115_0899,Antarctica,Turkey,Region_49,34.641,-32.7805,Rift,628.01,5.2,Eurasian Plate,Indian Plate,Transform,63.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-11-15
EVT20140516_0900,South America,USA,Region_25,64.2136,145.0976,Delamination,40.55,6.8,North American Plate,Pacific Plate,Transform,63.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-05-16
EVT20130203_0901,South America,Japan,Region_69,-42.5696,3.2329,Convergent Zone,88.87,8.3,African Plate,Arabian Plate,Divergent,66.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-02-03
EVT20030731_0902,Australia,China,Region_78,-38.8098,87.0724,Subduction Zone,51.98,6.5,Arabian Plate,Pacific Plate,Convergent,50.75,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-07-31
EVT20151030_0903,Asia,Japan,Region_19,-31.7454,-25.3083,Convergent Zone,615.47,4.8,African Plate,African Plate,Convergent,36.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-10-30
EVT20070714_0904,Europe,Ethiopia,Region_96,-59.1589,25.3315,Delamination,132.01,6.0,North American Plate,Pacific Plate,Convergent,18.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-07-14
EVT20070624_0905,Asia,USA,Region_55,-19.7742,15.0105,Subduction Zone,88.58,7.0,Arabian Plate,North American Plate,Convergent,23.85,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-06-24
EVT20121124_0906,Australia,Japan,Region_22,-86.4884,82.4286,Transform Fault,514.82,9.5,Arabian Plate,North American Plate,Divergent,39.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-11-24
EVT20220724_0907,North America,China,Region_64,35.8292,-95.2252,Delamination,258.77,6.8,North American Plate,Arabian Plate,Divergent,56.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-07-24
EVT20121217_0908,Asia,Indonesia,Region_50,25.6091,-46.5965,Convergent Zone,151.85,8.7,North American Plate,North American Plate,Divergent,5.35,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-12-17
EVT20210801_0909,Asia,Chile,Region_37,20.2207,-105.0691,Rift,25.76,9.1,Arabian Plate,Pacific Plate,Convergent,70.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-08-01
EVT20090415_0910,Europe,Turkey,Region_18,61.5822,-83.6876,Subduction Zone,417.14,5.7,North American Plate,Indian Plate,Convergent,80.17,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-04-15
EVT20221014_0911,Asia,Chile,Region_31,53.1076,111.9128,Transform Fault,696.9,4.5,Arabian Plate,Eurasian Plate,Transform,30.89,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-10-14
EVT20140301_0912,Africa,Ethiopia,Region_75,65.7462,91.0675,Delamination,538.23,7.3,Eurasian Plate,Arabian Plate,Convergent,70.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-03-01
EVT20080313_0913,Australia,USA,Region_48,57.7398,-130.9194,Delamination,674.67,9.1,North American Plate,Arabian Plate,Convergent,73.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-03-13
EVT20030728_0914,Africa,Turkey,Region_72,-16.6353,-124.211,Delamination,101.82,6.0,Pacific Plate,Eurasian Plate,Divergent,59.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-07-28
EVT20180418_0915,North America,China,Region_7,31.3612,168.7212,Transform Fault,112.26,4.4,Pacific Plate,African Plate,Convergent,91.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-04-18
EVT20111121_0916,Antarctica,USA,Region_39,-50.802,-137.9112,Rift,19.02,7.9,Eurasian Plate,Indian Plate,Divergent,58.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-11-21
EVT20151023_0917,North America,Turkey,Region_60,-65.43,-143.5271,Transform Fault,26.13,4.2,North American Plate,Arabian Plate,Convergent,40.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-10-23
EVT20100602_0918,Australia,Ethiopia,Region_100,-11.7116,122.3779,Convergent Zone,593.27,7.4,Eurasian Plate,Eurasian Plate,Divergent,92.14,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-06-02
EVT20030402_0919,North America,Japan,Region_94,26.8106,164.8223,Rift,597.61,9.4,Arabian Plate,Arabian Plate,Divergent,29.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-04-02
EVT20240719_0920,Australia,Japan,Region_42,85.3374,-94.9729,Convergent Zone,341.12,5.9,Indian Plate,Indian Plate,Transform,39.76,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-07-19
EVT20030222_0921,South America,Indonesia,Region_59,-20.8071,33.7023,Subduction Zone,97.71,9.0,Eurasian Plate,Arabian Plate,Divergent,9.82,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-02-22
EVT20170916_0922,Australia,Turkey,Region_31,19.8581,29.8507,Transform Fault,469.87,8.6,Indian Plate,North American Plate,Divergent,46.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-09-16
EVT20170510_0923,Europe,Turkey,Region_99,49.2339,-111.6818,Convergent Zone,468.86,8.9,Pacific Plate,North American Plate,Transform,77.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-05-10
EVT20150726_0924,Antarctica,Indonesia,Region_86,81.0446,44.9255,Subduction Zone,108.44,4.8,African Plate,African Plate,Transform,5.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-07-26
EVT20101213_0925,Europe,Chile,Region_23,84.9948,-33.2585,Transform Fault,139.08,4.4,Indian Plate,Eurasian Plate,Divergent,70.81,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-12-13
EVT20150530_0926,North America,USA,Region_70,52.5502,-148.5382,Rift,674.48,9.3,Eurasian Plate,Pacific Plate,Convergent,76.27,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-30
EVT20090613_0927,Africa,India,Region_62,-5.2368,-98.3056,Delamination,465.32,6.2,Eurasian Plate,African Plate,Divergent,28.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-06-13
EVT20070609_0928,North America,Chile,Region_81,59.3627,-37.1501,Delamination,535.22,7.9,Pacific Plate,Indian Plate,Convergent,83.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-06-09
EVT20001213_0929,South America,Japan,Region_6,24.3357,156.7799,Delamination,499.79,5.6,African Plate,Pacific Plate,Convergent,19.78,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-12-13
EVT20080928_0930,Australia,China,Region_79,-4.4677,128.104,Subduction Zone,328.17,9.4,Eurasian Plate,Pacific Plate,Transform,60.27,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-09-28
EVT20090710_0931,South America,Indonesia,Region_99,2.109,-127.2122,Convergent Zone,193.57,4.5,Eurasian Plate,Pacific Plate,Divergent,14.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-07-10
EVT20011115_0932,Asia,China,Region_94,-51.3271,16.062,Rift,552.18,5.3,Eurasian Plate,North American Plate,Convergent,77.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-11-15
EVT20020728_0933,Australia,Turkey,Region_22,-18.83,166.1118,Rift,612.91,6.2,Indian Plate,Pacific Plate,Convergent,11.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-07-28
EVT20210112_0934,Australia,Ethiopia,Region_60,-56.9647,24.8113,Convergent Zone,464.16,8.5,Eurasian Plate,Eurasian Plate,Transform,17.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-01-12
EVT20180914_0935,Asia,China,Region_11,63.8923,-150.1297,Transform Fault,160.83,5.0,African Plate,Indian Plate,Convergent,37.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-09-14
EVT20010331_0936,North America,USA,Region_50,65.1231,-156.9442,Delamination,371.11,5.8,African Plate,Pacific Plate,Transform,47.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-03-31
